,Age,Date,Draft Year,Player,Position,Season,Seasons in league,Team,Weight,Champion,Season Shorts
689,26,"Dec 23, 2007",2001,Joe Johnson,SG,2007-2008,6,Atlanta Hawks,109,Boston Celtics,2008
690,23,"Dec 23, 2007",2003,Carmelo Anthony,F,2007-2008,4,Denver Nuggets,109,Boston Celtics,2008
691,30,"Dec 16, 2007",1998,Paul Pierce,SF,2007-2008,9,Boston Celtics,106,Boston Celtics,2008
692,23,"Dec 16, 2007",2006,Brandon Roy,G,2007-2008,1,Portland Trail Blazers,95,Boston Celtics,2008
693,22,"Dec 9, 2007",2004,Josh Smith,PF,2007-2008,3,Atlanta Hawks,102,Boston Celtics,2008
694,23,"Dec 9, 2007",2006,Brandon Roy,G,2007-2008,1,Portland Trail Blazers,95,Boston Celtics,2008
695,22,"Dec 2, 2007",2004,Dwight Howard,C,2007-2008,3,Orlando Magic,120,Boston Celtics,2008
696,29,"Dec 2, 2007",1997,Stephen Jackson,GF,2007-2008,10,Golden State Warriors,99,Boston Celtics,2008
697,23,"Nov 25, 2007",2003,LeBron James,F,2007-2008,4,Cleveland Cavaliers,113,Boston Celtics,2008
698,25,"Nov 25, 2007",2001,Tony Parker,G,2007-2008,6,San Antonio Spurs,84,Boston Celtics,2008
699,22,"Nov 18, 2007",2004,Dwight Howard,C,2007-2008,3,Orlando Magic,120,Boston Celtics,2008
700,32,"Nov 18, 2007",1996,Allen Iverson,G,2007-2008,11,Denver Nuggets,75,Boston Celtics,2008
701,31,"Nov 11, 2007",1995,Kevin Garnett,PF,2007-2008,12,Boston Celtics,109,Boston Celtics,2008
702,27,"Nov 11, 2007",2002,Yao Ming,C,2007-2008,5,Houston Rockets,140,Boston Celtics,2008
703,24,"Nov 4, 2007",2005,Danny Granger,GF,2007-2008,2,Indiana Pacers,100,Boston Celtics,2008
704,28,"Nov 4, 2007",1997,Tracy McGrady,GF,2007-2008,10,Houston Rockets,95,Boston Celtics,2008
705,25,"Apr 13, 2009",2004,Ben Gordon,SG,2008-2009,4,Chicago Bulls,90,Los Angeles Lakers,2009
706,24,"Apr 13, 2009",2006,Brandon Roy,G,2008-2009,2,Portland Trail Blazers,95,Los Angeles Lakers,2009
707,23,"Apr 6, 2009",2004,Dwight Howard,C,2008-2009,4,Orlando Magic,120,Los Angeles Lakers,2009
708,35,"Apr 6, 2009",1994,Jason Kidd,PG,2008-2009,14,Dallas Mavericks,95,Los Angeles Lakers,2009
709,23,"Mar 30, 2009",2004,Dwight Howard,C,2008-2009,4,Orlando Magic,120,Los Angeles Lakers,2009
710,26,"Mar 30, 2009",2001,Tony Parker,G,2008-2009,7,San Antonio Spurs,84,Los Angeles Lakers,2009
711,24,"Mar 23, 2009",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
712,23,"Mar 23, 2009",2005,Chris Paul,PG,2008-2009,3,New Orleans Hornets,79,Los Angeles Lakers,2009
713,24,"Mar 16, 2009",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
714,30,"Mar 16, 2009",1996,Kobe Bryant,SG,2008-2009,12,Los Angeles Lakers,96,Los Angeles Lakers,2009
715,27,"Mar 9, 2009",2003,Dwyane Wade,SG,2008-2009,5,Miami Heat,99,Los Angeles Lakers,2009
716,24,"Mar 9, 2009",2005,Deron Williams,PG,2008-2009,3,Utah Jazz,90,Los Angeles Lakers,2009
717,26,"Mar 2, 2009",2004,Devin Harris,G,2008-2009,4,New Jersey Nets,84,Los Angeles Lakers,2009
718,28,"Mar 2, 2009",2003,David West,PF,2008-2009,5,New Orleans Hornets,113,Los Angeles Lakers,2009
719,23,"Feb 23, 2009",2004,Dwight Howard,C,2008-2009,4,Orlando Magic,120,Los Angeles Lakers,2009
720,28,"Feb 23, 2009",2001,Pau Gasol,FC,2008-2009,7,Los Angeles Lakers,113,Los Angeles Lakers,2009
721,24,"Feb 9, 2009",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
722,28,"Feb 9, 2009",2001,Pau Gasol,FC,2008-2009,7,Los Angeles Lakers,113,Los Angeles Lakers,2009
723,25,"Feb 2, 2009",2005,David Lee,FC,2008-2009,3,New York Knicks,111,Los Angeles Lakers,2009
724,26,"Feb 2, 2009",2001,Tony Parker,G,2008-2009,7,San Antonio Spurs,84,Los Angeles Lakers,2009
725,24,"Jan 26, 2009",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
726,21,"Jan 26, 2009",2005,Andrew Bynum,C,2008-2009,3,Los Angeles Lakers,129,Los Angeles Lakers,2009
727,27,"Jan 19, 2009",2004,Jameer Nelson,G,2008-2009,4,Orlando Magic,86,Los Angeles Lakers,2009
728,23,"Jan 19, 2009",2005,Chris Paul,PG,2008-2009,3,New Orleans Hornets,79,Los Angeles Lakers,2009
729,23,"Jan 12, 2009",2004,Dwight Howard,C,2008-2009,4,Orlando Magic,120,Los Angeles Lakers,2009
730,30,"Jan 12, 2009",1996,Kobe Bryant,SG,2008-2009,12,Los Angeles Lakers,96,Los Angeles Lakers,2009
731,22,"Jan 5, 2009",2007,Rodney Stuckey,G,2008-2009,1,Detroit Pistons,93,Los Angeles Lakers,2009
732,24,"Jan 5, 2009",2004,Al Jefferson,FC,2008-2009,4,Minnesota Timberwolves,131,Los Angeles Lakers,2009
733,24,"Dec 29, 2008",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
734,30,"Dec 29, 2008",1996,Kobe Bryant,SG,2008-2009,12,Los Angeles Lakers,96,Los Angeles Lakers,2009
735,27,"Dec 22, 2008",2004,Jameer Nelson,G,2008-2009,4,Orlando Magic,86,Los Angeles Lakers,2009
736,23,"Dec 22, 2008",2005,Chris Paul,PG,2008-2009,3,New Orleans Hornets,79,Los Angeles Lakers,2009
737,29,"Dec 15, 2008",1998,Al Harrington,F,2008-2009,10,New York Knicks,111,Los Angeles Lakers,2009
738,32,"Dec 15, 2008",1997,Tim Duncan,FC,2008-2009,11,San Antonio Spurs,113,Los Angeles Lakers,2009
739,27,"Dec 8, 2008",2003,Dwyane Wade,SG,2008-2009,5,Miami Heat,99,Los Angeles Lakers,2009
740,30,"Dec 8, 2008",1998,Dirk Nowitzki,PF,2008-2009,10,Dallas Mavericks,111,Los Angeles Lakers,2009
741,26,"Dec 1, 2008",2004,Devin Harris,G,2008-2009,4,New Jersey Nets,84,Los Angeles Lakers,2009
742,24,"Dec 1, 2008",2006,Brandon Roy,G,2008-2009,2,Portland Trail Blazers,95,Los Angeles Lakers,2009
743,27,"Nov 24, 2008",2003,Dwyane Wade,SG,2008-2009,5,Miami Heat,99,Los Angeles Lakers,2009
744,30,"Nov 24, 2008",1998,Dirk Nowitzki,PF,2008-2009,10,Dallas Mavericks,111,Los Angeles Lakers,2009
745,24,"Nov 17, 2008",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
746,32,"Nov 17, 2008",1997,Chauncey Billups,G,2008-2009,11,Denver Nuggets,95,Los Angeles Lakers,2009
747,24,"Nov 10, 2008",2003,LeBron James,F,2008-2009,5,Cleveland Cavaliers,113,Los Angeles Lakers,2009
748,26,"Nov 10, 2008",2002,Amar'e Stoudemire,FC,2008-2009,6,Phoenix Suns,111,Los Angeles Lakers,2009
749,24,"Nov 3, 2008",2003,Chris Bosh,PF,2008-2009,5,Toronto Raptors,106,Los Angeles Lakers,2009
750,23,"Nov 3, 2008",2005,Chris Paul,PG,2008-2009,3,New Orleans Hornets,79,Los Angeles Lakers,2009
751,24,"Apr 12, 2010",2004,Dwight Howard,C,2009-2010,5,Orlando Magic,120,Los Angeles Lakers,2010
752,31,"Apr 12, 2010",1998,Dirk Nowitzki,PF,2009-2010,11,Dallas Mavericks,111,Los Angeles Lakers,2010
753,25,"Apr 5, 2010",2003,Chris Bosh,PF,2009-2010,6,Toronto Raptors,106,Los Angeles Lakers,2010
754,21,"Apr 5, 2010",2007,Kevin Durant,SF,2009-2010,2,Oklahoma City Thunder,109,Los Angeles Lakers,2010
755,28,"Mar 29, 2010",2003,Dwyane Wade,SG,2009-2010,6,Miami Heat,99,Los Angeles Lakers,2010
756,32,"Mar 29, 2010",1999,Manu Ginobili,SG,2009-2010,7,San Antonio Spurs,93,Los Angeles Lakers,2010
757,32,"Mar 22, 2010",1998,Paul Pierce,SF,2009-2010,11,Boston Celtics,106,Los Angeles Lakers,2010
758,29,"Mar 22, 2010",2001,Pau Gasol,FC,2009-2010,8,Los Angeles Lakers,113,Los Angeles Lakers,2010
759,25,"Mar 15, 2010",2005,Andrew Bogut,C,2009-2010,4,Milwaukee Bucks,118,Los Angeles Lakers,2010
760,25,"Mar 15, 2010",2006,Brandon Roy,G,2009-2010,3,Portland Trail Blazers,95,Los Angeles Lakers,2010
761,28,"Mar 8, 2010",2003,Dwyane Wade,SG,2009-2010,6,Miami Heat,99,Los Angeles Lakers,2010
762,31,"Mar 8, 2010",1998,Dirk Nowitzki,PF,2009-2010,11,Dallas Mavericks,111,Los Angeles Lakers,2010
763,25,"Mar 1, 2010",2003,LeBron James,F,2009-2010,6,Cleveland Cavaliers,113,Los Angeles Lakers,2010
764,31,"Mar 1, 2010",1998,Dirk Nowitzki,PF,2009-2010,11,Dallas Mavericks,111,Los Angeles Lakers,2010
765,24,"Feb 22, 2010",2004,Dwight Howard,C,2009-2010,5,Orlando Magic,120,Los Angeles Lakers,2010
766,28,"Feb 22, 2010",2002,Carlos Boozer,PF,2009-2010,7,Utah Jazz,120,Los Angeles Lakers,2010
767,25,"Feb 8, 2010",2003,LeBron James,F,2009-2010,6,Cleveland Cavaliers,113,Los Angeles Lakers,2010
768,21,"Feb 8, 2010",2008,Russell Westbrook,G,2009-2010,1,Oklahoma City Thunder,90,Los Angeles Lakers,2010
769,25,"Feb 1, 2010",2003,Chris Bosh,PF,2009-2010,6,Toronto Raptors,106,Los Angeles Lakers,2010
770,21,"Feb 1, 2010",2007,Kevin Durant,SF,2009-2010,2,Oklahoma City Thunder,109,Los Angeles Lakers,2010
771,25,"Jan 25, 2010",2003,LeBron James,F,2009-2010,6,Cleveland Cavaliers,113,Los Angeles Lakers,2010
772,33,"Jan 25, 2010",1997,Chauncey Billups,G,2009-2010,12,Denver Nuggets,95,Los Angeles Lakers,2010
773,31,"Jan 19, 2010",1997,Stephen Jackson,GF,2009-2010,12,Charlotte Bobcats,99,Los Angeles Lakers,2010
774,25,"Jan 19, 2010",2003,Carmelo Anthony,F,2009-2010,6,Denver Nuggets,109,Los Angeles Lakers,2010
775,25,"Jan 11, 2010",2003,LeBron James,F,2009-2010,6,Cleveland Cavaliers,113,Los Angeles Lakers,2010
776,27,"Jan 11, 2010",2003,Chris Kaman,C,2009-2010,6,Los Angeles Clippers,120,Los Angeles Lakers,2010
777,21,"Jan 4, 2010",2008,Derrick Rose,PG,2009-2010,1,Chicago Bulls,86,Los Angeles Lakers,2010
778,21,"Jan 4, 2010",2007,Kevin Durant,SF,2009-2010,2,Oklahoma City Thunder,109,Los Angeles Lakers,2010
779,25,"Dec 28, 2009",2003,LeBron James,F,2009-2010,6,Cleveland Cavaliers,113,Los Angeles Lakers,2010
780,31,"Dec 28, 2009",1996,Kobe Bryant,SG,2009-2010,13,Los Angeles Lakers,96,Los Angeles Lakers,2010
781,24,"Dec 21, 2009",2004,Dwight Howard,C,2009-2010,5,Orlando Magic,120,Los Angeles Lakers,2010
782,31,"Dec 21, 2009",1996,Kobe Bryant,SG,2009-2010,13,Los Angeles Lakers,96,Los Angeles Lakers,2010
783,23,"Dec 14, 2009",2007,Rodney Stuckey,G,2009-2010,2,Detroit Pistons,93,Los Angeles Lakers,2010
784,25,"Dec 14, 2009",2005,Deron Williams,PG,2009-2010,4,Utah Jazz,90,Los Angeles Lakers,2010
785,33,"Dec 7, 2009",1995,Kevin Garnett,PF,2009-2010,14,Boston Celtics,109,Los Angeles Lakers,2010
786,28,"Dec 7, 2009",2002,Carlos Boozer,PF,2009-2010,7,Utah Jazz,120,Los Angeles Lakers,2010
787,27,"Nov 30, 2009",2001,Gerald Wallace,F,2009-2010,8,Charlotte Bobcats,99,Los Angeles Lakers,2010
788,33,"Nov 30, 2009",1997,Tim Duncan,FC,2009-2010,12,San Antonio Spurs,113,Los Angeles Lakers,2010
789,25,"Nov 23, 2009",2003,LeBron James,F,2009-2010,6,Cleveland Cavaliers,113,Los Angeles Lakers,2010
790,31,"Nov 23, 2009",1996,Kobe Bryant,SG,2009-2010,13,Los Angeles Lakers,96,Los Angeles Lakers,2010
791,20,"Nov 16, 2009",2009,Brandon Jennings,G,2009-2010,0,Milwaukee Bucks,77,Los Angeles Lakers,2010
792,31,"Nov 16, 2009",1998,Dirk Nowitzki,PF,2009-2010,11,Dallas Mavericks,111,Los Angeles Lakers,2010
793,28,"Nov 9, 2009",2001,Joe Johnson,SG,2009-2010,8,Atlanta Hawks,109,Los Angeles Lakers,2010
794,27,"Nov 9, 2009",2003,Chris Kaman,C,2009-2010,6,Los Angeles Clippers,120,Los Angeles Lakers,2010
795,24,"Nov 2, 2009",2004,Dwight Howard,C,2009-2010,5,Orlando Magic,120,Los Angeles Lakers,2010
796,25,"Nov 2, 2009",2003,Carmelo Anthony,F,2009-2010,6,Denver Nuggets,109,Los Angeles Lakers,2010
797,26,"Apr 11, 2011",2003,Carmelo Anthony,F,2010-2011,7,New York Knicks,109,Dallas Mavericks,2011
798,22,"Apr 11, 2011",2007,Kevin Durant,SF,2010-2011,3,Oklahoma City Thunder,109,Dallas Mavericks,2011
799,26,"Apr 4, 2011",2003,Carmelo Anthony,F,2010-2011,7,New York Knicks,109,Dallas Mavericks,2011
800,29,"Apr 4, 2011",2001,Zach Randolph,PF,2010-2011,9,Memphis Grizzlies,118,Dallas Mavericks,2011
801,25,"Mar 28, 2011",2004,Dwight Howard,C,2010-2011,6,Orlando Magic,120,Dallas Mavericks,2011
802,32,"Mar 28, 2011",1996,Kobe Bryant,SG,2010-2011,14,Los Angeles Lakers,96,Dallas Mavericks,2011
803,26,"Mar 21, 2011",2003,LeBron James,F,2010-2011,7,Miami Heat,113,Dallas Mavericks,2011
804,24,"Mar 21, 2011",2006,Kyle Lowry,PG,2010-2011,4,Houston Rockets,89,Dallas Mavericks,2011
805,29,"Mar 14, 2011",2003,Dwyane Wade,SG,2010-2011,7,Miami Heat,99,Dallas Mavericks,2011
806,28,"Mar 14, 2011",2001,Tony Parker,G,2010-2011,9,San Antonio Spurs,84,Dallas Mavericks,2011
807,33,"Mar 7, 2011",1998,Paul Pierce,SF,2010-2011,12,Boston Celtics,106,Dallas Mavericks,2011
808,22,"Mar 7, 2011",2008,Russell Westbrook,G,2010-2011,2,Oklahoma City Thunder,90,Dallas Mavericks,2011
809,25,"Feb 28, 2011",2004,Dwight Howard,C,2010-2011,6,Orlando Magic,120,Dallas Mavericks,2011
810,28,"Feb 28, 2011",2004,Kevin Martin,SG,2010-2011,6,Houston Rockets,90,Dallas Mavericks,2011
811,25,"Feb 14, 2011",2004,Dwight Howard,C,2010-2011,6,Orlando Magic,120,Dallas Mavericks,2011
812,25,"Feb 14, 2011",2006,LaMarcus Aldridge,FC,2010-2011,4,Portland Trail Blazers,118,Dallas Mavericks,2011
813,26,"Feb 7, 2011",2003,LeBron James,F,2010-2011,7,Miami Heat,113,Dallas Mavericks,2011
814,22,"Feb 7, 2011",2007,Kevin Durant,SF,2010-2011,3,Oklahoma City Thunder,109,Dallas Mavericks,2011
815,26,"Jan 31, 2011",2003,LeBron James,F,2010-2011,7,Miami Heat,113,Dallas Mavericks,2011
816,29,"Jan 31, 2011",2001,Zach Randolph,PF,2010-2011,9,Memphis Grizzlies,118,Dallas Mavericks,2011
817,25,"Jan 24, 2011",2004,Dwight Howard,C,2010-2011,6,Orlando Magic,120,Dallas Mavericks,2011
818,25,"Jan 24, 2011",2006,LaMarcus Aldridge,FC,2010-2011,4,Portland Trail Blazers,118,Dallas Mavericks,2011
819,22,"Jan 18, 2011",2008,Derrick Rose,PG,2010-2011,2,Chicago Bulls,86,Dallas Mavericks,2011
820,22,"Jan 18, 2011",2008,Russell Westbrook,G,2010-2011,2,Oklahoma City Thunder,90,Dallas Mavericks,2011
821,26,"Jan 10, 2011",2003,LeBron James,F,2010-2011,7,Miami Heat,113,Dallas Mavericks,2011
822,29,"Jan 10, 2011",2001,Zach Randolph,PF,2010-2011,9,Memphis Grizzlies,118,Dallas Mavericks,2011
823,29,"Jan 3, 2011",2003,Dwyane Wade,SG,2010-2011,7,Miami Heat,99,Dallas Mavericks,2011
824,34,"Jan 3, 2011",1997,Chauncey Billups,G,2010-2011,13,Denver Nuggets,95,Dallas Mavericks,2011
825,26,"Dec 27, 2010",2003,LeBron James,F,2010-2011,7,Miami Heat,113,Dallas Mavericks,2011
826,25,"Dec 27, 2010",2005,Monta Ellis,G,2010-2011,5,Golden State Warriors,84,Dallas Mavericks,2011
827,33,"Dec 20, 2010",1998,Paul Pierce,SF,2010-2011,12,Boston Celtics,106,Dallas Mavericks,2011
828,28,"Dec 20, 2010",2001,Tony Parker,G,2010-2011,9,San Antonio Spurs,84,Dallas Mavericks,2011
829,29,"Dec 13, 2010",2003,Dwyane Wade,SG,2010-2011,7,Miami Heat,99,Dallas Mavericks,2011
830,32,"Dec 13, 2010",1998,Dirk Nowitzki,PF,2010-2011,12,Dallas Mavericks,111,Dallas Mavericks,2011
831,28,"Dec 6, 2010",2002,Amar'e Stoudemire,FC,2010-2011,8,New York Knicks,111,Dallas Mavericks,2011
832,22,"Dec 6, 2010",2008,Russell Westbrook,G,2010-2011,2,Oklahoma City Thunder,90,Dallas Mavericks,2011
833,25,"Nov 29, 2010",2004,Dwight Howard,C,2010-2011,6,Orlando Magic,120,Dallas Mavericks,2011
834,32,"Nov 29, 2010",1998,Dirk Nowitzki,PF,2010-2011,12,Dallas Mavericks,111,Dallas Mavericks,2011
835,28,"Nov 22, 2010",2002,Amar'e Stoudemire,FC,2010-2011,8,New York Knicks,111,Dallas Mavericks,2011
836,22,"Nov 22, 2010",2008,Russell Westbrook,G,2010-2011,2,Oklahoma City Thunder,90,Dallas Mavericks,2011
837,22,"Nov 15, 2010",2008,Derrick Rose,PG,2010-2011,2,Chicago Bulls,86,Dallas Mavericks,2011
838,26,"Nov 15, 2010",2005,Deron Williams,PG,2010-2011,5,Utah Jazz,90,Dallas Mavericks,2011
839,25,"Nov 8, 2010",2004,Dwight Howard,C,2010-2011,6,Orlando Magic,120,Dallas Mavericks,2011
840,25,"Nov 8, 2010",2005,Chris Paul,PG,2010-2011,5,New Orleans Hornets,79,Dallas Mavericks,2011
841,25,"Nov 1, 2010",2006,Rajon Rondo,PG,2010-2011,4,Boston Celtics,84,Dallas Mavericks,2011
842,30,"Nov 1, 2010",2001,Pau Gasol,FC,2010-2011,9,Los Angeles Lakers,113,Dallas Mavericks,2011
843,27,"Apr 23, 2012",2003,LeBron James,F,2011-2012,8,Miami Heat,113,Miami Heat,2012
844,27,"Apr 23, 2012",2004,Al Jefferson,FC,2011-2012,7,Utah Jazz,131,Miami Heat,2012
845,35,"Apr 16, 2012",1995,Kevin Garnett,PF,2011-2012,16,Boston Celtics,109,Miami Heat,2012
846,24,"Apr 16, 2012",2005,Andrew Bynum,C,2011-2012,6,Los Angeles Lakers,129,Miami Heat,2012
847,27,"Apr 9, 2012",2003,LeBron James,F,2011-2012,8,Miami Heat,113,Miami Heat,2012
848,25,"Apr 9, 2012",2008,Goran Dragic,G,2011-2012,3,Houston Rockets,86,Miami Heat,2012
849,34,"Apr 2, 2012",1998,Paul Pierce,SF,2011-2012,13,Boston Celtics,106,Miami Heat,2012
850,26,"Apr 2, 2012",2005,Chris Paul,PG,2011-2012,6,Los Angeles Clippers,79,Miami Heat,2012
851,30,"Mar 26, 2012",2001,Joe Johnson,SG,2011-2012,10,Atlanta Hawks,109,Miami Heat,2012
852,23,"Mar 26, 2012",2007,Kevin Durant,SF,2011-2012,4,Oklahoma City Thunder,109,Miami Heat,2012
853,30,"Mar 19, 2012",2002,Drew Gooden,FC,2011-2012,9,Milwaukee Bucks,113,Miami Heat,2012
854,24,"Mar 19, 2012",2005,Andrew Bynum,C,2011-2012,6,Los Angeles Lakers,129,Miami Heat,2012
855,24,"Mar 12, 2012",2005,Ersan Ilyasova,F,2011-2012,4,Milwaukee Bucks,106,Miami Heat,2012
856,26,"Mar 12, 2012",2005,Monta Ellis,G,2011-2012,6,Golden State Warriors,84,Miami Heat,2012
857,23,"Mar 5, 2012",2008,Derrick Rose,PG,2011-2012,3,Chicago Bulls,86,Miami Heat,2012
858,24,"Mar 5, 2012",2009,Ty Lawson,PG,2011-2012,2,Denver Nuggets,88,Miami Heat,2012
859,27,"Feb 20, 2012",2003,LeBron James,F,2011-2012,8,Miami Heat,113,Miami Heat,2012
860,23,"Feb 20, 2012",2007,Kevin Durant,SF,2011-2012,4,Oklahoma City Thunder,109,Miami Heat,2012
861,23,"Feb 13, 2012",2010,Jeremy Lin,G,2011-2012,1,New York Knicks,90,Miami Heat,2012
862,23,"Feb 13, 2012",2008,Russell Westbrook,G,2011-2012,3,Oklahoma City Thunder,90,Miami Heat,2012
863,34,"Feb 6, 2012",1998,Paul Pierce,SF,2011-2012,13,Boston Celtics,106,Miami Heat,2012
864,29,"Feb 6, 2012",2001,Tony Parker,G,2011-2012,10,San Antonio Spurs,84,Miami Heat,2012
865,27,"Jan 30, 2012",2003,LeBron James,F,2011-2012,8,Miami Heat,113,Miami Heat,2012
866,23,"Jan 30, 2012",2008,Russell Westbrook,G,2011-2012,3,Oklahoma City Thunder,90,Miami Heat,2012
867,26,"Jan 23, 2012",2004,Dwight Howard,C,2011-2012,7,Orlando Magic,120,Miami Heat,2012
868,27,"Jan 23, 2012",2007,Marc Gasol,C,2011-2012,3,Memphis Grizzlies,115,Miami Heat,2012
869,23,"Jan 16, 2012",2008,Derrick Rose,PG,2011-2012,3,Chicago Bulls,86,Miami Heat,2012
870,33,"Jan 16, 2012",1996,Kobe Bryant,SG,2011-2012,15,Los Angeles Lakers,96,Miami Heat,2012
871,27,"Jan 9, 2012",2003,LeBron James,F,2011-2012,8,Miami Heat,113,Miami Heat,2012
872,33,"Jan 9, 2012",1996,Kobe Bryant,SG,2011-2012,15,Los Angeles Lakers,96,Miami Heat,2012
873,27,"Jan 3, 2012",2003,LeBron James,F,2011-2012,8,Miami Heat,113,Miami Heat,2012
874,23,"Jan 3, 2012",2007,Kevin Durant,SF,2011-2012,4,Oklahoma City Thunder,109,Miami Heat,2012
875,28,"Apr 15, 2013",2003,Carmelo Anthony,F,2012-2013,9,New York Knicks,109,Miami Heat,2013
876,34,"Apr 15, 2013",1996,Kobe Bryant,SG,2012-2013,16,Los Angeles Lakers,96,Miami Heat,2013
877,28,"Apr 8, 2013",2003,Carmelo Anthony,F,2012-2013,9,New York Knicks,109,Miami Heat,2013
878,27,"Apr 8, 2013",2008,Nikola Pekovic,PF,2012-2013,2,Minnesota Timberwolves,139,Miami Heat,2013
879,27,"Apr 1, 2013",2004,J.R. Smith,SG,2012-2013,8,New York Knicks,102,Miami Heat,2013
880,28,"Apr 1, 2013",2004,Al Jefferson,FC,2012-2013,8,Utah Jazz,131,Miami Heat,2013
881,28,"Mar 25, 2013",2003,LeBron James,F,2012-2013,9,Miami Heat,113,Miami Heat,2013
882,23,"Mar 25, 2013",2009,James Harden,SG,2012-2013,3,Houston Rockets,99,Miami Heat,2013
883,22,"Mar 18, 2013",2010,John Wall,PG,2012-2013,2,Washington Wizards,95,Miami Heat,2013
884,27,"Mar 18, 2013",2006,LaMarcus Aldridge,FC,2012-2013,6,Portland Trail Blazers,118,Miami Heat,2013
885,31,"Mar 11, 2013",2003,Dwyane Wade,SG,2012-2013,9,Miami Heat,99,Miami Heat,2013
886,34,"Mar 11, 2013",1996,Kobe Bryant,SG,2012-2013,16,Los Angeles Lakers,96,Miami Heat,2013
887,27,"Mar 4, 2013",2005,Monta Ellis,G,2012-2013,7,Milwaukee Bucks,84,Miami Heat,2013
888,25,"Mar 4, 2013",2009,Ty Lawson,PG,2012-2013,3,Denver Nuggets,88,Miami Heat,2013
889,28,"Feb 25, 2013",2003,LeBron James,F,2012-2013,9,Miami Heat,113,Miami Heat,2013
890,34,"Feb 25, 2013",1996,Kobe Bryant,SG,2012-2013,16,Los Angeles Lakers,96,Miami Heat,2013
891,28,"Feb 11, 2013",2003,LeBron James,F,2012-2013,9,Miami Heat,113,Miami Heat,2013
892,24,"Feb 11, 2013",2008,Russell Westbrook,G,2012-2013,4,Oklahoma City Thunder,90,Miami Heat,2013
893,28,"Feb 4, 2013",2005,Nate Robinson,G,2012-2013,7,Chicago Bulls,81,Miami Heat,2013
894,29,"Feb 4, 2013",2005,David Lee,FC,2012-2013,7,Golden State Warriors,111,Miami Heat,2013
895,20,"Jan 28, 2013",2011,Kyrie Irving,G,2012-2013,1,Cleveland Cavaliers,87,Miami Heat,2013
896,30,"Jan 28, 2013",2001,Tony Parker,G,2012-2013,11,San Antonio Spurs,84,Miami Heat,2013
897,31,"Jan 21, 2013",2002,Carlos Boozer,PF,2012-2013,10,Chicago Bulls,120,Miami Heat,2013
898,24,"Jan 21, 2013",2007,Kevin Durant,SF,2012-2013,5,Oklahoma City Thunder,109,Miami Heat,2013
899,23,"Jan 14, 2013",2009,Brandon Jennings,G,2012-2013,3,Milwaukee Bucks,77,Miami Heat,2013
900,24,"Jan 14, 2013",2007,Kevin Durant,SF,2012-2013,5,Oklahoma City Thunder,109,Miami Heat,2013
901,28,"Jan 7, 2013",2003,Carmelo Anthony,F,2012-2013,9,New York Knicks,109,Miami Heat,2013
902,23,"Jan 7, 2013",2009,James Harden,SG,2012-2013,3,Houston Rockets,99,Miami Heat,2013
903,27,"Dec 31, 2012",2005,Monta Ellis,G,2012-2013,7,Milwaukee Bucks,84,Miami Heat,2013
904,26,"Dec 31, 2012",2010,Greivis Vasquez,G,2012-2013,2,New Orleans Hornets,98,Miami Heat,2013
905,28,"Dec 24, 2012",2003,LeBron James,F,2012-2013,9,Miami Heat,113,Miami Heat,2013
906,27,"Dec 24, 2012",2005,Chris Paul,PG,2012-2013,7,Los Angeles Clippers,79,Miami Heat,2013
907,22,"Dec 17, 2012",2010,Paul George,GF,2012-2013,2,Indiana Pacers,99,Miami Heat,2013
908,29,"Dec 17, 2012",2005,David Lee,FC,2012-2013,7,Golden State Warriors,111,Miami Heat,2013
909,27,"Dec 10, 2012",2004,Josh Smith,PF,2012-2013,8,Atlanta Hawks,102,Miami Heat,2013
910,23,"Dec 10, 2012",2009,Blake Griffin,PF,2012-2013,3,Los Angeles Clippers,114,Miami Heat,2013
911,28,"Dec 3, 2012",2003,Carmelo Anthony,F,2012-2013,9,New York Knicks,109,Miami Heat,2013
912,24,"Dec 3, 2012",2007,Kevin Durant,SF,2012-2013,5,Oklahoma City Thunder,109,Miami Heat,2013
913,26,"Nov 26, 2012",2007,Al Horford,FC,2012-2013,5,Atlanta Hawks,111,Miami Heat,2013
914,36,"Nov 26, 2012",1997,Tim Duncan,FC,2012-2013,15,San Antonio Spurs,113,Miami Heat,2013
915,28,"Nov 19, 2012",2003,LeBron James,F,2012-2013,9,Miami Heat,113,Miami Heat,2013
916,24,"Nov 19, 2012",2007,Kevin Durant,SF,2012-2013,5,Oklahoma City Thunder,109,Miami Heat,2013
917,28,"Nov 12, 2012",2003,LeBron James,F,2012-2013,9,Miami Heat,113,Miami Heat,2013
918,23,"Nov 12, 2012",2011,Kenneth Faried,F,2012-2013,1,Denver Nuggets,103,Miami Heat,2013
919,23,"Nov 5, 2012",2009,Brandon Jennings,G,2012-2013,3,Milwaukee Bucks,77,Miami Heat,2013
